#,tenure,tenure_cat,PhoneService,MultipleLines,MonthlyCharges,TotalCharges,Churn
19,10,Cat 1,1,0,55.2,528.35,Yes
41,10,Cat 1,1,0,49.55,475.7,No
70,10,Cat 1,1,0,79.85,887.35,No
118,10,Cat 1,1,1,100.25,1064.65,Yes
160,10,Cat 1,1,1,25.7,251.6,No
237,10,Cat 1,0,0,29.6,299.05,No
255,10,Cat 1,1,0,19.85,193.05,No
282,10,Cat 1,1,0,51.2,498.25,No
290,10,Cat 1,1,0,44.85,435.4,Yes
356,10,Cat 1,1,0,80.25,846,Yes
425,10,Cat 1,0,0,40.7,449.3,No
428,10,Cat 1,1,1,85.95,858.6,No
544,10,Cat 1,1,1,86.05,834.1,Yes
621,10,Cat 1,0,0,34.55,362.6,No
634,10,Cat 1,1,0,20.35,176.3,No
640,10,Cat 1,1,1,85.25,855.3,Yes
656,10,Cat 1,1,0,95.1,865.1,No
662,10,Cat 1,1,0,45.25,428.7,No
743,10,Cat 1,1,1,98.55,1008.55,Yes
802,10,Cat 1,1,1,98.5,1058.25,Yes
881,10,Cat 1,1,0,110.1,1043.3,Yes
911,10,Cat 1,1,0,72.85,688.65,Yes
994,10,Cat 1,1,1,26.1,225.55,No
1058,10,Cat 1,1,0,84.7,832.05,Yes
1064,10,Cat 1,1,0,62.25,612.95,No
1323,10,Cat 1,1,0,19.95,187.75,No
1349,10,Cat 1,1,0,79.95,857.2,Yes
1359,10,Cat 1,1,0,70.15,735.5,No
1367,10,Cat 1,1,1,85.6,813.85,Yes
1565,10,Cat 1,1,1,95.35,898.35,Yes
1568,10,Cat 1,1,0,67.8,653.15,No
1800,10,Cat 1,1,1,98.7,973.25,Yes
1850,10,Cat 1,1,0,45.55,402.6,Yes
1981,10,Cat 1,1,1,95.25,1021.55,No
2017,10,Cat 1,1,1,86.45,830.85,Yes
2094,10,Cat 1,1,1,24.8,223.9,No
2213,10,Cat 1,1,0,19.5,225.85,No
2232,10,Cat 1,1,0,70,740,Yes
2418,10,Cat 1,0,0,35.75,389.8,No
2582,10,Cat 1,1,0,20,198.7,No
2612,10,Cat 1,1,0,70.3,738.2,Yes
2722,10,Cat 1,1,0,79.25,793.55,Yes
2762,10,Cat 1,0,0,34.7,329.8,Yes
2778,10,Cat 1,1,0,20,185.4,No
2799,10,Cat 1,1,0,94.9,1048.85,Yes
2859,10,Cat 1,1,0,20.55,252.75,No
2991,10,Cat 1,0,0,33.9,298.45,Yes
3067,10,Cat 1,1,1,75.75,777.3,No
3070,10,Cat 1,1,0,20.55,187.35,No
3245,10,Cat 1,1,1,54.5,568.2,No
3249,10,Cat 1,1,1,86.65,856.65,Yes
3250,10,Cat 1,1,0,55.55,551.3,No
3265,10,Cat 1,1,0,91.1,964.35,No
3319,10,Cat 1,0,0,29.5,255.25,Yes
3345,10,Cat 1,1,1,74.15,811.8,Yes
3425,10,Cat 1,1,0,89.5,863.1,Yes
3534,10,Cat 1,1,0,19.8,198.25,No
3659,10,Cat 1,1,0,54.25,583,No
3711,10,Cat 1,1,0,20.45,242.4,No
3786,10,Cat 1,1,1,89.8,914.3,Yes
3805,10,Cat 1,1,1,79.85,797.25,No
3848,10,Cat 1,1,0,20,198.6,No
3935,10,Cat 1,0,0,40.25,411.45,No
4023,10,Cat 1,1,0,18.85,163.2,No
4064,10,Cat 1,1,1,94.85,953.45,Yes
4080,10,Cat 1,1,1,78.15,765.15,No
4088,10,Cat 1,1,0,20.9,247,No
4131,10,Cat 1,0,0,36.25,374,No
4194,10,Cat 1,1,0,19.75,208.25,No
4203,10,Cat 1,1,0,19.6,189.45,No
4250,10,Cat 1,1,0,65.9,660.05,No
4299,10,Cat 1,1,0,46,492.1,No
4454,10,Cat 1,1,1,98.5,1037.75,Yes
4524,10,Cat 1,1,0,75.3,720.45,No
4564,10,Cat 1,1,1,80.05,830.7,Yes
4579,10,Cat 1,1,0,60.95,629.55,No
4590,10,Cat 1,1,0,20.15,220.8,No
4592,10,Cat 1,1,0,21.2,222.65,No
4678,10,Cat 1,1,0,99.85,990.9,Yes
4800,10,Cat 1,1,0,19.8,196.75,No
4877,10,Cat 1,1,0,104.4,1081.45,Yes
4945,10,Cat 1,1,1,24.4,253.9,No
5028,10,Cat 1,1,1,85.55,851.75,Yes
5039,10,Cat 1,1,0,19.3,185.2,No
5218,10,Cat 1,1,1,24.5,270.15,No
5270,10,Cat 1,1,0,59.65,638.95,No
5303,10,Cat 1,1,0,65.5,616.9,No
5331,10,Cat 1,1,0,92.5,934.1,Yes
5360,10,Cat 1,0,0,29.65,291.4,Yes
5375,10,Cat 1,1,1,74.75,799.65,Yes
5387,10,Cat 1,1,0,45.8,436.2,No
5431,10,Cat 1,1,1,72.15,794.25,Yes
5460,10,Cat 1,1,0,88.85,929.45,No
5467,10,Cat 1,1,0,19.95,219.5,No
5606,10,Cat 1,1,0,60.2,563.5,No
5665,10,Cat 1,1,0,84.6,865.55,Yes
5732,10,Cat 1,1,0,19.9,199.45,No
5747,10,Cat 1,1,1,81,818.05,Yes
5875,10,Cat 1,1,1,100.6,1060.2,Yes
5893,10,Cat 1,1,0,51.65,524.5,No
5975,10,Cat 1,1,0,20.05,218.5,No
6076,10,Cat 1,1,0,64.9,685.55,No
6173,10,Cat 1,1,0,70.1,659.65,Yes
6221,10,Cat 1,0,0,53.7,521,No
6354,10,Cat 1,1,0,54.95,568.85,No
6357,10,Cat 1,1,0,98.9,1064.95,No
6380,10,Cat 1,1,1,80.7,788.8,Yes
6385,10,Cat 1,1,0,20.1,184.4,No
6468,10,Cat 1,1,1,75.05,786.3,No
6525,10,Cat 1,1,1,95.2,930.4,Yes
6579,10,Cat 1,1,1,73.55,693.3,No
6635,10,Cat 1,1,1,102.1,1068.85,Yes
6637,10,Cat 1,1,1,70.3,676.15,No
6744,10,Cat 1,1,1,24,226.55,No
6933,10,Cat 1,1,0,56.75,503.25,No
65,9,Cat 1,1,1,94.4,857.25,Yes
86,9,Cat 1,1,1,99.3,918.75,No
324,9,Cat 1,1,0,48.6,422.3,No
473,9,Cat 1,1,0,70.05,564.4,No
578,9,Cat 1,1,0,70.5,597.9,No
611,9,Cat 1,0,0,29.95,248.95,Yes
612,9,Cat 1,1,0,65,663.05,Yes
726,9,Cat 1,1,0,21.25,204.55,No
902,9,Cat 1,1,1,98.3,923.5,Yes
906,9,Cat 1,1,1,100.5,918.6,Yes
1013,9,Cat 1,1,0,95.9,827.45,No
1106,9,Cat 1,1,0,79.75,769.1,No
1208,9,Cat 1,1,0,69.4,571.45,No
1222,9,Cat 1,0,0,24.6,190.1,No
1356,9,Cat 1,1,0,19.5,178.85,No
1357,9,Cat 1,1,1,75.2,633.85,No
1360,9,Cat 1,1,1,94.75,889.9,Yes
1422,9,Cat 1,1,1,84.4,732.5,Yes
1434,9,Cat 1,1,0,68.95,593.85,No
1465,9,Cat 1,1,0,64.95,547.8,No
1626,9,Cat 1,1,0,75.75,655.9,Yes
1666,9,Cat 1,1,1,76.85,663.55,No
1722,9,Cat 1,1,0,74.25,639.65,Yes
1735,9,Cat 1,0,0,45.4,418.8,Yes
2001,9,Cat 1,1,0,75.5,637.4,No
2098,9,Cat 1,1,0,94.05,811.65,No
2308,9,Cat 1,1,0,65.6,593.3,No
2355,9,Cat 1,1,0,19.6,197.4,No
2401,9,Cat 1,1,0,93,870.25,No
2434,9,Cat 1,0,0,50.8,463.6,No
2528,9,Cat 1,1,1,83.3,803.3,Yes
2780,9,Cat 1,1,1,85.35,758.6,Yes
2796,9,Cat 1,1,1,74.55,622.9,Yes
2805,9,Cat 1,0,0,24.1,259.8,Yes
2922,9,Cat 1,1,1,95.5,829.1,Yes
2946,9,Cat 1,1,0,75.6,661.55,No
3002,9,Cat 1,1,0,20.4,181.8,No
3012,9,Cat 1,1,0,19.75,210.65,No
3025,9,Cat 1,1,0,20.4,184.1,No
3085,9,Cat 1,1,0,20.15,163.7,No
3105,9,Cat 1,1,1,74.05,678.45,No
3158,9,Cat 1,1,0,44.95,431,Yes
3196,9,Cat 1,1,0,80.55,653.9,No
3323,9,Cat 1,1,1,84.45,762.5,Yes
3489,9,Cat 1,1,1,59.9,542.4,No
3495,9,Cat 1,1,1,85.35,754.65,Yes
3506,9,Cat 1,0,0,24.95,190.25,No
3581,9,Cat 1,1,0,72.9,651.4,Yes
3588,9,Cat 1,1,1,99.45,919.4,Yes
3589,9,Cat 1,1,1,69.05,653.95,No
3595,9,Cat 1,0,0,40.75,359.4,No
3629,9,Cat 1,1,0,69.5,653.25,No
3638,9,Cat 1,1,0,20.25,178.5,Yes
3646,9,Cat 1,1,0,19.05,157.65,No
3663,9,Cat 1,1,0,45.15,416.45,Yes
3664,9,Cat 1,1,0,88.4,788.6,No
3681,9,Cat 1,0,0,40.65,328.95,Yes
3704,9,Cat 1,1,0,20.1,190.25,No
3790,9,Cat 1,1,0,19.85,178.8,No
3794,9,Cat 1,1,0,20.25,186.15,No
3873,9,Cat 1,1,0,103.1,970.45,No
3875,9,Cat 1,1,0,43.75,405.7,No
3934,9,Cat 1,1,0,19.7,180.7,No
3937,9,Cat 1,1,0,68.25,576.95,No
3945,9,Cat 1,1,0,20.25,172.35,No
3947,9,Cat 1,0,0,58.5,539.85,Yes
4073,9,Cat 1,1,0,79.55,718.55,No
4090,9,Cat 1,1,1,74.75,706.6,Yes
4172,9,Cat 1,1,0,18.95,185.6,Yes
4287,9,Cat 1,1,1,88.05,801.3,No
4369,9,Cat 1,1,0,80.85,751.65,Yes
4392,9,Cat 1,1,0,59.5,530.05,No
4530,9,Cat 1,1,0,49.2,447.9,No
4532,9,Cat 1,1,1,79.35,661.25,Yes
4553,9,Cat 1,1,0,20.45,147.55,No
4561,9,Cat 1,1,1,90.35,767.9,No
4682,9,Cat 1,1,1,83.85,790.15,Yes
4751,9,Cat 1,0,0,39.55,373,No
4781,9,Cat 1,1,0,70.05,657.5,No
4813,9,Cat 1,1,0,66.25,620.55,Yes
4843,9,Cat 1,1,1,54.55,494.05,Yes
5032,9,Cat 1,1,0,101.5,906.85,No
5058,9,Cat 1,1,1,75.85,724.65,No
5160,9,Cat 1,1,1,76.25,684.85,No
5169,9,Cat 1,1,0,80.8,713.1,Yes
5202,9,Cat 1,1,0,19.9,164.6,No
5229,9,Cat 1,1,0,44.4,348.15,No
5236,9,Cat 1,1,1,81.15,784.45,No
5268,9,Cat 1,1,0,19.85,183.15,No
5403,9,Cat 1,1,0,20.35,191.1,No
5429,9,Cat 1,1,0,89.45,853.1,Yes
5439,9,Cat 1,1,0,79.9,741.7,Yes
5480,9,Cat 1,1,0,69.05,651.5,No
5513,9,Cat 1,1,1,55.3,501.2,No
5537,9,Cat 1,0,0,34.7,296.1,Yes
5600,9,Cat 1,1,0,94.85,890.6,Yes
5693,9,Cat 1,1,0,54.8,452.8,No
5816,9,Cat 1,1,1,85.05,746.5,Yes
5832,9,Cat 1,1,0,90.8,809.75,Yes
5903,9,Cat 1,1,0,50.85,466.6,No
5943,9,Cat 1,0,0,48.75,442.2,Yes
6047,9,Cat 1,1,0,85.3,781.4,No
6152,9,Cat 1,1,0,71,672.55,Yes
6305,9,Cat 1,1,0,77.65,714.15,Yes
6325,9,Cat 1,1,0,75.85,647.5,No
6364,9,Cat 1,1,0,74.85,708.2,No
6444,9,Cat 1,1,0,19.5,150.35,No
6546,9,Cat 1,1,0,74.65,703.55,Yes
6562,9,Cat 1,1,0,73.8,704.3,No
6575,9,Cat 1,1,1,90.1,816.8,No
6616,9,Cat 1,1,0,50.1,484.05,No
6620,9,Cat 1,1,0,20.15,238.15,No
6668,9,Cat 1,1,0,79.55,723.4,Yes
6844,9,Cat 1,1,1,91.75,865.8,Yes
6909,9,Cat 1,1,0,55.35,449.75,Yes
6913,9,Cat 1,1,1,85.5,791.7,No
6958,9,Cat 1,1,0,86.25,770.5,No
6964,9,Cat 1,1,1,102.6,897.75,No
7027,9,Cat 1,1,0,44.2,403.35,Yes
6,8,Cat 1,1,1,99.65,820.5,Yes
54,8,Cat 1,1,1,80.65,633.3,Yes
78,8,Cat 1,1,0,54.65,482.25,No
142,8,Cat 1,1,1,71.15,563.65,Yes
151,8,Cat 1,1,0,68.55,564.35,No
183,8,Cat 1,1,1,84.5,662.65,Yes
220,8,Cat 1,1,0,80,624.6,No
289,8,Cat 1,1,0,74.5,606.55,Yes
332,8,Cat 1,1,0,19.2,161.95,No
449,8,Cat 1,1,0,94.75,759.55,No
485,8,Cat 1,1,0,83.55,680.05,Yes
617,8,Cat 1,0,0,25.25,186.3,No
655,8,Cat 1,1,0,19.65,164.3,Yes
793,8,Cat 1,1,0,19.85,146.6,No
909,8,Cat 1,1,0,19.95,170.9,No
952,8,Cat 1,1,0,75.6,535.55,No
963,8,Cat 1,1,0,60.9,551.95,No
966,8,Cat 1,1,0,100.3,832.35,Yes
1027,8,Cat 1,1,1,100.6,819.4,Yes
1033,8,Cat 1,1,0,92.1,729.95,Yes
1045,8,Cat 1,1,0,54.25,447.75,No
1292,8,Cat 1,1,0,75,632.95,Yes
1319,8,Cat 1,1,0,66.7,579,No
1343,8,Cat 1,1,0,20,141.6,No
1404,8,Cat 1,1,0,66.25,546.45,No
1408,8,Cat 1,0,0,44.55,343.45,No
1441,8,Cat 1,1,0,19.9,153.95,No
1451,8,Cat 1,1,0,19.35,152.6,No
1471,8,Cat 1,1,0,19.2,156.85,No
1495,8,Cat 1,1,0,19.75,145,Yes
1524,8,Cat 1,1,0,43.55,335.4,No
1539,8,Cat 1,1,1,100.85,819.55,Yes
1667,8,Cat 1,1,0,20.25,174.65,No
1670,8,Cat 1,1,1,74.6,548.9,No
1717,8,Cat 1,1,0,54.75,438.05,No
1830,8,Cat 1,1,1,74.85,572.45,No
1945,8,Cat 1,0,0,25.5,215.2,Yes
1964,8,Cat 1,1,0,70.7,553.4,No
2105,8,Cat 1,1,1,85.2,627.4,Yes
2210,8,Cat 1,1,0,19.55,161.15,No
2260,8,Cat 1,1,0,20.85,161.65,No
2281,8,Cat 1,1,1,100.15,908.55,No
2287,8,Cat 1,1,0,64.4,581.7,No
2302,8,Cat 1,1,1,90.25,743.75,No
2348,8,Cat 1,1,1,24.4,203.95,No
2353,8,Cat 1,1,0,19.7,168.9,No
2391,8,Cat 1,1,0,19.8,160.05,No
2392,8,Cat 1,1,1,59.25,436.6,No
2406,8,Cat 1,1,0,94.2,777.3,Yes
2439,8,Cat 1,1,1,103.35,847.3,Yes
2460,8,Cat 1,1,0,20.45,162.3,No
2464,8,Cat 1,1,1,85.65,659.45,No
2529,8,Cat 1,1,0,80.1,679.3,Yes
2549,8,Cat 1,1,0,69.95,562.7,No
2556,8,Cat 1,1,0,60,487.75,No
2589,8,Cat 1,1,0,49.4,408.25,No
2691,8,Cat 1,1,0,80.45,583.45,Yes
2695,8,Cat 1,1,0,19.65,169.75,No
2713,8,Cat 1,0,0,29.35,216.45,No
2830,8,Cat 1,1,0,69.7,560.85,Yes
2919,8,Cat 1,0,0,43.35,371.4,No
3028,8,Cat 1,1,0,20.7,137.6,No
3088,8,Cat 1,1,1,87.05,762.1,Yes
3150,8,Cat 1,1,0,64.1,504.05,No
3189,8,Cat 1,1,0,49.85,365.55,Yes
3418,8,Cat 1,1,0,56.3,401.5,No
3471,8,Cat 1,1,0,51.3,411.6,No
3491,8,Cat 1,1,0,51.05,415.05,Yes
3511,8,Cat 1,1,1,75.25,576.7,No
3540,8,Cat 1,1,0,45.15,438.4,Yes
3585,8,Cat 1,1,0,75,658.1,No
3594,8,Cat 1,1,0,70.1,551.35,Yes
3648,8,Cat 1,1,0,69.7,572.85,No
3737,8,Cat 1,1,0,20.2,140.95,No
3795,8,Cat 1,1,0,54.75,445.85,No
3847,8,Cat 1,1,0,45.45,411.75,No
3962,8,Cat 1,0,0,29.25,226.95,No
3982,8,Cat 1,1,1,85.2,695.75,No
3990,8,Cat 1,0,0,38.5,330.8,No
4035,8,Cat 1,1,0,44.65,369.15,No
4105,8,Cat 1,1,0,49.55,393.45,No
4226,8,Cat 1,1,0,20.25,158.35,No
4241,8,Cat 1,1,1,94,773.65,Yes
4344,8,Cat 1,1,1,75.75,606.25,Yes
4408,8,Cat 1,1,0,20.35,178.7,No
4420,8,Cat 1,1,0,21.05,139.75,No
4508,8,Cat 1,1,0,66.05,574.5,No
4519,8,Cat 1,1,1,81.25,585.95,Yes
4562,8,Cat 1,1,1,55.75,446.8,No
4625,8,Cat 1,1,0,94.7,740.3,Yes
4626,8,Cat 1,1,0,74.05,600.15,No
4659,8,Cat 1,1,0,44.45,369.3,No
4827,8,Cat 1,1,1,105.5,829.55,Yes
4884,8,Cat 1,0,0,29.4,221.9,Yes
4957,8,Cat 1,1,0,94.45,742.95,Yes
5090,8,Cat 1,1,0,54.4,475.1,No
5111,8,Cat 1,1,1,73.5,632.2,No
5131,8,Cat 1,0,0,30.45,226.45,Yes
5163,8,Cat 1,1,0,19.45,159.2,No
5212,8,Cat 1,1,1,84.9,764.95,Yes
5216,8,Cat 1,1,0,20.15,156.25,Yes
5223,8,Cat 1,1,1,65.5,573.15,No
5234,8,Cat 1,1,0,101.15,842.9,Yes
5287,8,Cat 1,1,0,74.5,609.9,Yes
5495,8,Cat 1,1,0,84.95,668.4,Yes
5680,8,Cat 1,1,1,86.55,649.65,Yes
5938,8,Cat 1,1,1,84,613.4,Yes
6061,8,Cat 1,1,0,87.1,713.6,No
6115,8,Cat 1,1,0,66.65,520.95,No
6122,8,Cat 1,1,0,19.5,159.35,No
6188,8,Cat 1,1,0,20.15,165.5,No
6287,8,Cat 1,1,0,20.05,163.6,No
6395,8,Cat 1,1,0,58.2,469.25,No
6471,8,Cat 1,1,0,43.45,345.5,No
6569,8,Cat 1,1,0,19.7,130.25,No
6570,8,Cat 1,1,0,19.5,162.15,No
6695,8,Cat 1,1,1,76.15,645.8,No
6829,8,Cat 1,1,0,19.05,201.7,No
6830,8,Cat 1,1,0,19.6,125,No
6866,8,Cat 1,1,0,65.5,564.35,No
6887,8,Cat 1,1,1,101.35,780.5,Yes
6982,8,Cat 1,1,0,65.45,554.45,No
6992,8,Cat 1,1,1,95.65,778.1,Yes
83,7,Cat 1,1,0,75.15,496.9,Yes
124,7,Cat 1,1,0,50.7,350.35,No
152,7,Cat 1,1,1,95,655.5,Yes
178,7,Cat 1,1,0,76.45,503.6,Yes
334,7,Cat 1,1,1,73.85,511.25,Yes
353,7,Cat 1,1,0,89.15,574.35,No
422,7,Cat 1,1,0,69.85,515.45,No
464,7,Cat 1,1,1,99.8,673.25,Yes
478,7,Cat 1,1,0,75.7,554.05,No
563,7,Cat 1,1,0,69.7,516.15,No
565,7,Cat 1,1,0,64.3,445.95,No
620,7,Cat 1,1,1,78.55,522.95,No
625,7,Cat 1,1,0,20,137.6,Yes
753,7,Cat 1,1,0,71.35,515.75,No
827,7,Cat 1,1,1,95.6,644.35,Yes
887,7,Cat 1,1,0,84.35,609.65,No
961,7,Cat 1,0,0,29.8,220.45,No
967,7,Cat 1,1,0,19.25,112.3,Yes
1001,7,Cat 1,1,0,95.35,660.9,Yes
1074,7,Cat 1,1,1,98.05,713,Yes
1097,7,Cat 1,1,0,81.25,580.1,No
1127,7,Cat 1,1,0,74.65,544.55,Yes
1153,7,Cat 1,1,0,54.85,370.4,No
1193,7,Cat 1,1,1,90.45,593.45,Yes
1213,7,Cat 1,1,0,69.55,521.35,No
1254,7,Cat 1,1,0,79.3,523.15,Yes
1286,7,Cat 1,1,0,89.5,676.7,Yes
1317,7,Cat 1,1,0,19.95,147.5,No
1526,7,Cat 1,1,0,20.65,158.95,No
1536,7,Cat 1,1,1,64.2,475,No
1563,7,Cat 1,0,0,34.65,246.6,No
1579,7,Cat 1,1,0,59.5,415.95,Yes
1590,7,Cat 1,1,0,64.95,493.65,No
1641,7,Cat 1,1,0,20.65,134.05,No
1680,7,Cat 1,1,0,45.75,344.2,No
1690,7,Cat 1,0,0,58.85,465.7,No
1738,7,Cat 1,1,0,44.25,313.45,No
1803,7,Cat 1,0,0,38.55,280,No
1908,7,Cat 1,1,0,78.5,571.05,No
1910,7,Cat 1,1,0,20.65,150,No
1971,7,Cat 1,1,0,81.1,576.65,Yes
2042,7,Cat 1,1,0,19.45,165.35,No
2045,7,Cat 1,1,0,19.5,128.6,No
2062,7,Cat 1,1,0,48.7,340.25,Yes
2140,7,Cat 1,1,0,66.85,458.1,No
2169,7,Cat 1,1,1,74.4,527.9,Yes
2203,7,Cat 1,1,0,70.1,467.55,Yes
2208,7,Cat 1,1,0,86.25,587.1,Yes
2279,7,Cat 1,1,0,48.2,340.35,No
2414,7,Cat 1,0,0,49.65,305.55,No
2438,7,Cat 1,1,0,61.4,438.9,No
2443,7,Cat 1,1,1,84.8,546.95,Yes
2448,7,Cat 1,1,0,74.9,490.55,No
2531,7,Cat 1,1,0,100.4,715,No
2599,7,Cat 1,1,0,75.15,525,No
2609,7,Cat 1,0,0,34.5,279.25,Yes
2632,7,Cat 1,1,1,99.25,665.45,Yes
2684,7,Cat 1,1,1,79.65,604.7,Yes
2692,7,Cat 1,1,0,59.1,369.25,No
2748,7,Cat 1,1,0,19.4,168.65,No
2782,7,Cat 1,0,0,44.4,265.8,No
2808,7,Cat 1,1,0,19.45,136.75,No
2863,7,Cat 1,1,0,69.35,451.1,Yes
2955,7,Cat 1,1,1,75.45,480.75,Yes
2956,7,Cat 1,1,1,93.85,635.6,Yes
3225,7,Cat 1,1,1,74.65,521.1,Yes
3227,7,Cat 1,1,0,20.75,141.1,No
3338,7,Cat 1,1,1,75.35,564.65,No
3388,7,Cat 1,1,0,20.65,155.9,No
3463,7,Cat 1,1,1,85.2,602.55,Yes
3555,7,Cat 1,1,0,71.05,472.65,No
3561,7,Cat 1,1,0,43.9,278.4,No
3661,7,Cat 1,0,0,35.5,249.55,No
3746,7,Cat 1,1,0,94.25,669,Yes
3760,7,Cat 1,1,1,89.35,631.85,Yes
3894,7,Cat 1,1,0,51.3,419.35,No
3942,7,Cat 1,1,0,20.25,174.7,No
3963,7,Cat 1,1,1,84.55,646.85,Yes
4019,7,Cat 1,1,0,69.45,477.05,No
4025,7,Cat 1,0,0,25.05,189.95,No
4040,7,Cat 1,1,1,94.1,701.3,No
4089,7,Cat 1,1,1,73.6,520,Yes
4103,7,Cat 1,1,0,44.75,333.65,No
4151,7,Cat 1,1,0,89,605.45,No
4204,7,Cat 1,1,0,20.05,96.8,No
4219,7,Cat 1,1,1,25.05,152.95,No
4312,7,Cat 1,0,0,40.1,293.3,Yes
4328,7,Cat 1,1,0,69.9,497.3,No
4352,7,Cat 1,1,0,20.35,150.6,No
4401,7,Cat 1,0,0,24.7,149.05,No
4471,7,Cat 1,1,0,44.65,322.5,No
4483,7,Cat 1,1,1,74.9,541.15,Yes
4571,7,Cat 1,1,0,18.95,130.55,No
4615,7,Cat 1,1,0,20.25,144.35,No
4840,7,Cat 1,1,1,73.75,545.15,Yes
4847,7,Cat 1,1,0,69.15,488.65,No
4866,7,Cat 1,1,1,48.8,349.8,No
4874,7,Cat 1,1,0,19.3,144.95,No
4887,7,Cat 1,1,0,19.9,173.15,No
4971,7,Cat 1,0,0,24.35,150.85,No
4990,7,Cat 1,0,0,29.8,201.95,No
4996,7,Cat 1,1,1,75.1,552.95,Yes
5030,7,Cat 1,1,0,50.3,355.1,No
5078,7,Cat 1,1,0,19.85,144.15,No
5091,7,Cat 1,1,1,94.7,673.1,Yes
5093,7,Cat 1,1,0,20.45,150.75,No
5113,7,Cat 1,1,0,20.05,164.85,Yes
5121,7,Cat 1,1,0,49.75,331.3,Yes
5165,7,Cat 1,1,1,53.65,404.35,No
5175,7,Cat 1,1,0,80.3,526.7,Yes
5228,7,Cat 1,1,1,96.2,639.7,No
5459,7,Cat 1,1,0,51,354.05,Yes
5469,7,Cat 1,1,0,79.7,586.05,Yes
5524,7,Cat 1,1,0,69.2,477.55,No
5601,7,Cat 1,1,0,69.95,529.5,Yes
5628,7,Cat 1,1,1,74.85,485.25,No
5654,7,Cat 1,1,0,79,522.95,Yes
5840,7,Cat 1,1,1,75.4,533.05,No
5912,7,Cat 1,0,0,34.2,256.6,No
5976,7,Cat 1,1,0,89.75,608.8,Yes
6035,7,Cat 1,1,0,20.25,129.15,No
6068,7,Cat 1,0,0,35.3,264.8,No
6162,7,Cat 1,1,0,74.35,533.6,No
6224,7,Cat 1,1,0,69,506.9,Yes
6362,7,Cat 1,1,0,62.8,418.3,No
6366,7,Cat 1,1,1,101.95,700.85,Yes
6598,7,Cat 1,1,0,70.75,450.8,Yes
6629,7,Cat 1,1,0,94.05,633.45,No
6655,7,Cat 1,1,1,86.5,582.5,Yes
6675,7,Cat 1,1,1,23.5,173,No
6832,7,Cat 1,1,1,86.8,620.35,Yes
122,6,Cat 1,1,0,20.7,112.75,No
155,6,Cat 1,1,0,19.7,113.5,No
192,6,Cat 1,1,0,91,531,Yes
281,6,Cat 1,1,0,55.15,322.9,No
294,6,Cat 1,1,0,89.35,567.8,No
461,6,Cat 1,1,0,19.65,100.9,No
509,6,Cat 1,1,1,80.5,502.85,Yes
795,6,Cat 1,0,0,45,298.7,No
805,6,Cat 1,1,0,85.35,489.45,Yes
883,6,Cat 1,1,0,83.9,497.55,Yes
938,6,Cat 1,1,1,79.05,434.5,Yes
1142,6,Cat 1,1,0,20.2,98.35,No
1177,6,Cat 1,1,1,109.9,669.45,Yes
1295,6,Cat 1,1,0,44.75,270.95,Yes
1450,6,Cat 1,1,0,19.5,106.8,No
1551,6,Cat 1,1,1,80.8,457.1,No
1584,6,Cat 1,1,1,48.95,273.25,No
1678,6,Cat 1,1,1,25.4,153.3,No
1724,6,Cat 1,1,0,20.1,100.35,No
1821,6,Cat 1,1,0,45.65,323.45,No
1864,6,Cat 1,1,1,25.1,171,No
2149,6,Cat 1,1,0,19.55,128.6,No
2264,6,Cat 1,1,0,98.15,567.45,Yes
2403,6,Cat 1,1,0,19.7,111.65,No
2474,6,Cat 1,1,0,19.85,119.3,No
2494,6,Cat 1,1,1,90.75,512.25,No
2617,6,Cat 1,1,0,44.6,260.8,Yes
2775,6,Cat 1,1,0,50.05,288.35,No
2870,6,Cat 1,1,0,91.1,455.3,Yes
2899,6,Cat 1,0,0,63.4,348.8,No
2903,6,Cat 1,1,0,74.1,450.9,No
2907,6,Cat 1,1,0,48.8,297.35,No
3068,6,Cat 1,1,0,84.4,556.35,Yes
3071,6,Cat 1,0,0,50.95,307.6,No
3077,6,Cat 1,1,0,56.25,389.1,Yes
3145,6,Cat 1,1,0,18.95,110.15,No
3207,6,Cat 1,1,0,20,109.2,No
3260,6,Cat 1,1,0,70.55,433.95,No
3384,6,Cat 1,1,1,75.5,438,Yes
3557,6,Cat 1,1,0,19.45,113.5,No
3697,6,Cat 1,1,0,49.15,270.8,Yes
3792,6,Cat 1,1,0,69.1,435,No
3823,6,Cat 1,1,1,94.05,518.75,No
3920,6,Cat 1,1,1,93.55,536.4,Yes
3954,6,Cat 1,1,0,74.4,434.1,Yes
3957,6,Cat 1,1,1,105.3,545.2,Yes
4100,6,Cat 1,0,0,29.45,161.45,No
4102,6,Cat 1,1,0,59.15,336.7,No
4127,6,Cat 1,1,0,19.55,122.9,No
4155,6,Cat 1,1,1,74.9,469.8,Yes
4166,6,Cat 1,1,1,87.95,522.35,No
4214,6,Cat 1,1,0,50.8,288.05,Yes
4278,6,Cat 1,1,0,20.95,109.5,No
4356,6,Cat 1,1,1,50.35,314.55,No
4406,6,Cat 1,1,0,83.55,477.55,Yes
4560,6,Cat 1,1,0,20.15,130.5,No
4598,6,Cat 1,1,0,99.95,547.65,Yes
4622,6,Cat 1,1,0,49.45,314.6,No
4706,6,Cat 1,1,0,78.95,494.95,No
4711,6,Cat 1,0,0,40.55,217.5,No
